step,phase,x,y,z
603,warmup,-4.544187,-4.520004,22.480932
604,warmup,-4.541769,-4.725601,22.086838
605,warmup,-4.560152,-4.946907,21.712481
606,warmup,-4.598828,-5.184159,21.359068
607,warmup,-4.657361,-5.437722,21.027904
608,warmup,-4.735397,-5.708061,20.720414
609,warmup,-4.832663,-5.995697,20.438169
610,warmup,-4.948967,-6.301178,20.182903
611,warmup,-5.084188,-6.625032,19.956535
612,warmup,-5.238272,-6.967726,19.761190
613,warmup,-5.411218,-7.329620,19.599214
614,warmup,-5.603058,-7.710909,19.473190
615,warmup,-5.813843,-8.111562,19.385951
616,warmup,-6.043615,-8.531254,19.340586
617,warmup,-6.292379,-8.969283,19.340433
618,warmup,-6.560069,-9.424483,19.389070
619,warmup,-6.846511,-9.895121,19.490280
620,warmup,-7.151372,-10.378789,19.648010
621,warmup,-7.474113,-10.872283,19.866289
622,warmup,-7.813930,-11.371483,20.149128
623,warmup,-8.169685,-11.871229,20.500377
624,warmup,-8.539840,-12.365213,20.923543
625,warmup,-8.922377,-12.845879,21.421551
626,warmup,-9.314727,-13.304374,21.996467
627,warmup,-9.713692,-13.730543,22.649161
628,warmup,-10.115377,-14.113001,23.378926
629,warmup,-10.515139,-14.439310,24.183071
630,warmup,-10.907557,-14.696273,25.056503
631,warmup,-11.286428,-14.870374,25.991334
632,warmup,-11.644823,-14.948376,26.976566
633,warmup,-11.975178,-14.918070,27.997903
634,warmup,-12.269467,-14.769140,29.037757
635,warmup,-12.519435,-14.494122,30.075512
636,warmup,-12.716903,-14.089338,31.088080
637,warmup,-12.854147,-13.555736,32.050792
638,warmup,-12.924306,-12.899484,32.938579
639,warmup,-12.921824,-12.132212,33.727385
640,warmup,-12.842862,-11.270808,34.395692
641,warmup,-12.685657,-10.336710,34.925967
642,warmup,-12.450762,-9.354738,35.305888
643,warmup,-12.141160,-8.351552,35.529134
644,warmup,-11.762199,-7.353912,35.595665
645,warmup,-11.321370,-6.386956,35.511430
646,warmup,-10.827929,-5.472690,35.287549
647,warmup,-10.292405,-4.628872,34.939127
648,warmup,-9.726052,-3.868380,34.483839
649,warmup,-9.140285,-3.199075,33.940510
650,warmup,-8.546164,-2.624105,33.327835
651,warmup,-7.953958,-2.142538,32.663353
652,warmup,-7.372816,-1.750192,31.962747
653,warmup,-6.810553,-1.440524,31.239445
654,warmup,-6.273550,-1.205494,30.504501
655,warmup,-5.766745,-1.036318,29.766675
656,warmup,-5.293702,-0.924076,29.032659
657,warmup,-4.856739,-0.860169,28.307372
658,warmup,-4.457082,-0.836639,27.594285
659,warmup,-4.095038,-0.846356,26.895727
660,warmup,-3.770170,-0.883112,26.213166
661,warmup,-3.481464,-0.941648,25.547443
662,warmup,-3.227482,-1.017616,24.898961
663,warmup,-3.006496,-1.107526,24.267833
664,warmup,-2.816599,-1.208658,23.653988
665,warmup,-2.655805,-1.318981,23.057258
666,warmup,-2.522122,-1.437061,22.477427
667,warmup,-2.413616,-1.561976,21.914274
668,warmup,-2.328452,-1.693243,21.367593
669,warmup,-2.264931,-1.830743,20.837217
670,warmup,-2.221512,-1.974667,20.323023
671,warmup,-2.196828,-2.125466,19.824943
672,warmup,-2.189692,-2.283803,19.342971
673,warmup,-2.199103,-2.450527,18.877167
674,warmup,-2.224245,-2.626642,18.427665
675,warmup,-2.264485,-2.813288,17.994684
676,warmup,-2.319365,-3.011724,17.578532
677,warmup,-2.388601,-3.223319,17.179624
678,warmup,-2.472073,-3.449541,16.798493
679,warmup,-2.569820,-3.691955,16.435808
680,warmup,-2.682033,-3.952214,16.092397
681,warmup,-2.809051,-4.232058,15.769266
682,warmup,-2.951352,-4.533305,15.467633
683,warmup,-3.109547,-4.857846,15.188956
684,warmup,-3.284377,-5.207633,14.934974
685,warmup,-3.476703,-5.584662,14.707747
686,warmup,-3.687499,-5.990947,14.509702
687,warmup,-3.917844,-6.428492,14.343693
688,warmup,-4.168908,-6.899240,14.213053
689,warmup,-4.441942,-7.405013,14.121661
690,warmup,-4.738249,-7.947431,14.074010
691,warmup,-5.059167,-8.527804,14.075272
692,warmup,-5.406031,-9.147002,14.131367
693,warmup,-5.780128,-9.805274,14.249020
694,warmup,-6.182642,-10.502046,14.435804
695,warmup,-6.614583,-11.235651,14.700153
696,warmup,-7.076690,-12.003024,15.051340
697,warmup,-7.569323,-12.799330,15.499388
698,warmup,-8.092324,-13.617548,16.054894
699,warmup,-8.644846,-14.448009,16.728739
700,warmup,-9.225162,-15.277912,17.531648
701,warmup,-9.830437,-16.090856,18.473549
702,warmup,-10.456479,-16.866439,19.562723
703,warmup,-11.097475,-17.580017,20.804686
704,warmup,-11.745729,-18.202715,22.200832
705,warmup,-12.391428,-18.701842,23.746852
706,warmup,-13.022469,-19.041850,25.431028
707,warmup,-13.624407,-19.185975,27.232586
708,warmup,-14.180564,-19.098671,29.120359
709,warmup,-14.672375,-18.748811,31.052115
710,warmup,-15.080018,-18.113505,32.974955
711,warmup,-15.383367,-17.182146,34.827143
712,warmup,-15.563245,-15.960080,36.541611
713,warmup,-15.602928,-14.471127,38.051075
714,warmup,-15.489748,-12.758154,39.294299
715,warmup,-15.216589,-10.881114,40.222657
716,warmup,-14.783041,-8.912431,40.805787
717,warmup,-14.195980,-6.930222,41.035161
718,warmup,-13.469405,-5.010451,40.924703
719,warmup,-12.623509,-3.219466,40.508256
720,warmup,-11.683105,-1.608291,39.834445
721,warmup,-10.675623,-0.209577,38.960091
722,warmup,-9.629019,0.962577,37.943529
723,warmup,-8.569859,1.910415,36.839015
724,warmup,-7.521832,2.648802,35.692922
725,warmup,-6.504768,3.200963,34.541872
726,warmup,-5.534195,3.594487,33.412540
727,warmup,-4.621327,3.858083,32.322613
728,warmup,-3.773386,4.019264,31.282382
729,warmup,-2.994121,4.102928,30.296523
730,warmup,-2.284416,4.130660,29.365769
731,warmup,-1.642909,4.120553,28.488320
732,warmup,-1.066562,4.087370,27.660935
733,warmup,-0.551169,4.042880,26.879716
734,warmup,-0.091764,3.996276,26.140640
735,warmup,0.317040,3.954607,25.439889
736,warmup,0.680797,3.923178,24.774030
737,warmup,1.005035,3.905908,24.140098
738,warmup,1.295122,3.905643,23.535618
739,warmup,1.556174,3.924405,22.958584
740,warmup,1.792997,3.963615,22.407426
741,warmup,2.010059,4.024253,21.880962
742,warmup,2.211478,4.107007,21.378359
743,warmup,2.401031,4.212373,20.899095
744,warmup,2.582165,4.340744,20.442927
745,warmup,2.758023,4.492473,20.009867
746,warmup,2.931468,4.667918,19.600174
747,warmup,3.105113,4.867477,19.214341
748,warmup,3.281350,5.091607,18.853100
749,warmup,3.462375,5.340833,18.517424
750,warmup,3.650221,5.615747,18.208545
751,warmup,3.846774,5.916999,17.927971
752,warmup,4.053796,6.245277,17.677506
753,warmup,4.272944,6.601277,17.459276
754,warmup,4.505778,6.985664,17.275764
755,warmup,4.753766,7.399017,17.129836
756,warmup,5.018291,7.841769,17.024772
757,warmup,5.300639,8.314120,16.964301
758,warmup,5.601987,8.815942,16.952621
759,warmup,5.923383,9.346655,16.994419
760,warmup,6.265710,9.905091,17.094873
761,warmup,6.629648,10.489324,17.259634
762,warmup,7.015616,11.096479,17.494782
763,warmup,7.423702,11.722520,17.806741
764,warmup,7.853584,12.362012,18.202140
765,warmup,8.304427,13.007875,18.687610
766,warmup,8.774771,13.651137,19.269503
767,warmup,9.262408,14.280707,19.953506
768,warmup,9.764238,14.883199,20.744150
769,warmup,10.276134,15.442845,21.644203
770,warmup,10.792805,15.941547,22.653952
771,warmup,11.307679,16.359120,23.770387
772,warmup,11.812823,16.673800,24.986347
773,warmup,12.298921,16.863059,26.289691
774,warmup,12.755335,16.904778,27.662607
775,warmup,13.170279,16.778766,29.081198
776,warmup,13.531128,16.468582,30.515510
777,warmup,13.824873,15.963519,31.930148
778,warmup,14.038738,15.260546,33.285613
779,warmup,14.160919,14.365907,34.540385
780,warmup,14.181418,13.296069,35.653653
781,warmup,14.092883,12.077712,36.588460
782,warmup,13.891366,10.746574,37.314865
783,warmup,13.576886,9.345146,37.812648
784,warmup,13.153712,7.919442,38.073091
785,warmup,12.630285,6.515263,38.099509
786,warmup,12.018783,5.174513,37.906418
787,warmup,11.334356,3.932137,37.517494
788,warmup,10.594134,2.814069,36.962710
789,warmup,9.816128,1.836407,36.275164
790,warmup,9.018156,1.005742,35.488090
791,warmup,8.216914,0.320397,34.632440
792,warmup,7.427263,-0.227789,33.735235
793,warmup,6.661757,-0.651482,32.818711
794,warmup,5.930433,-0.965978,31.900145
795,warmup,5.240792,-1.187614,30.992188
796,warmup,4.597952,-1.332552,30.103489
797,warmup,4.004901,-1.415944,29.239459
798,warmup,3.462817,-1.451423,28.403033
799,warmup,2.971393,-1.450866,27.595359
800,warmup,2.529167,-1.424333,26.816372
801,warmup,2.133817,-1.380154,26.065245
802,warmup,1.782420,-1.325068,25.340722
803,warmup,1.471671,-1.264418,24.641351
804,warmup,1.198062,-1.202346,23.965640
805,warmup,0.958021,-1.141988,23.312151
806,warmup,0.748020,-1.085658,22.679553
807,warmup,0.564653,-1.035003,22.066644
808,warmup,0.404687,-0.991150,21.472356
809,warmup,0.265103,-0.954822,20.895749
810,warmup,0.143111,-0.926440,20.335998
811,warmup,0.036156,-0.906208,19.792379
812,warmup,-0.058081,-0.894178,19.264254
813,warmup,-0.141691,-0.890310,18.751060
814,warmup,-0.216553,-0.894512,18.252294
815,warmup,-0.284348,-0.906676,17.767503
816,warmup,-0.346581,-0.926705,17.296281
817,warmup,-0.404594,-0.954535,16.838258
818,warmup,-0.459588,-0.990149,16.393100
819,warmup,-0.512644,-1.033592,15.960501
820,warmup,-0.564739,-1.084976,15.540187
821,warmup,-0.616762,-1.144491,15.131909
822,warmup,-0.669535,-1.212412,14.735450
823,warmup,-0.723823,-1.289099,14.350622
824,warmup,-0.780351,-1.375005,13.977270
825,warmup,-0.839816,-1.470681,13.615273
826,warmup,-0.902903,-1.576780,13.264550
827,warmup,-0.970290,-1.694059,12.925065
828,warmup,-1.042667,-1.823389,12.596834
829,warmup,-1.120739,-1.965759,12.279930
830,warmup,-1.205241,-2.122282,11.974497
831,warmup,-1.296945,-2.294205,11.680755
832,warmup,-1.396671,-2.482915,11.399023
833,warmup,-1.505296,-2.689947,11.129727
834,warmup,-1.623761,-2.916995,10.873426
835,warmup,-1.753084,-3.165920,10.630833
836,warmup,-1.894368,-3.438757,10.402846
837,warmup,-2.048807,-3.737724,10.190579
838,warmup,-2.217698,-4.065227,9.995409
839,warmup,-2.402451,-4.423862,9.819019
840,warmup,-2.604592,-4.816413,9.663460
841,warmup,-2.825774,-5.245841,9.531216
842,warmup,-3.067781,-5.715269,9.425285
843,warmup,-3.332530,-6.227948,9.349276
844,warmup,-3.622072,-6.787209,9.307511
845,warmup,-3.938585,-7.396392,9.305148
846,warmup,-4.284366,-8.058741,9.348324
847,warmup,-4.661804,-8.777260,9.444301
848,warmup,-5.073349,-9.554517,9.601632
849,warmup,-5.521466,-10.392386,9.830322
850,warmup,-6.008558,-11.291694,10.141992
851,warmup,-6.536872,-12.251786,10.550007
852,warmup,-7.108363,-13.269952,11.069557
853,warmup,-7.724522,-14.340730,11.717645
854,warmup,-8.386143,-15.455057,12.512928
855,warmup,-9.093034,-16.599274,13.475333
856,warmup,-9.843658,-17.754014,14.625368
857,warmup,-10.634694,-18.893027,15.983003
858,warmup,-11.460527,-19.982068,17.566005
859,warmup,-12.312681,-20.978038,19.387629
860,warmup,-13.179217,-21.828671,21.453584
861,warmup,-14.044162,-22.473151,23.758336
862,warmup,-14.887061,-22.844126,26.280946
863,warmup,-15.682768,-22.871601,28.980940
864,warmup,-16.401651,-22.489046,31.795015
865,warmup,-17.010390,-21.641711,34.635723
866,warmup,-17.473522,-20.296531,37.393443
867,warmup,-17.755823,-18.452201,39.942804
868,warmup,-17.825461,-16.147135,42.154002
869,warmup,-17.657628,-13.462648,43.908197
870,warmup,-17.238130,-10.519011,45.114496
871,warmup,-16.566218,-7.463602,45.724724
872,warmup,-15.655957,-4.452649,45.741834
873,warmup,-14.535626,-1.630469,45.219157
874,warmup,-13.245110,0.888748,44.250312
875,warmup,-11.831725,3.032232,42.952588
876,warmup,-10.345329,4.771059,41.448420
877,warmup,-8.833690,6.114632,39.849547
878,warmup,-7.338858,7.100237,38.246745
879,warmup,-5.894948,7.781229,36.705755
880,warmup,-4.527331,8.216617,35.268236
881,warmup,-3.252936,8.463507,33.955756
882,warmup,-2.081292,8.572609,32.774957
883,warmup,-1.015901,8.586264,31.722537
884,warmup,-0.055685,8.538219,30.789375
885,warmup,0.803705,8.454390,29.963570
886,warmup,1.568774,8.354065,29.232490
887,warmup,2.247303,8.251189,28.584013
888,warmup,2.847692,8.155552,28.007202
889,warmup,3.378478,8.073792,27.492588
890,warmup,3.848009,8.010197,27.032224
891,warmup,4.264228,7.967335,26.619598
892,warmup,4.634539,7.946525,26.249487
893,warmup,4.965737,7.948188,25.917786
894,warmup,5.263982,7.972103,25.621331
895,warmup,5.534794,8.017595,25.357745
896,warmup,5.783074,8.083663,25.125296
897,warmup,6.013133,8.169072,24.922772
898,warmup,6.228727,8.272419,24.749382
899,warmup,6.433096,8.392167,24.604665
900,warmup,6.629003,8.526671,24.488417
901,warmup,6.818770,8.674187,24.400626
902,warmup,7.004312,8.832878,24.341415
903,warmup,7.187168,9.000808,24.310993
904,warmup,7.368532,9.175935,24.309603
905,warmup,7.549273,9.356104,24.337479
906,warmup,7.729956,9.539036,24.394797
907,warmup,7.910864,9.722327,24.481633
908,warmup,8.092010,9.903437,24.597909
909,warmup,8.273153,10.079700,24.743352
910,warmup,8.453807,10.248330,24.917438
911,warmup,8.633260,10.406441,25.119347
912,warmup,8.810578,10.551070,25.347913
913,warmup,8.984627,10.679224,25.601579
914,warmup,9.154087,10.787921,25.878359
915,warmup,9.317470,10.874259,26.175805
916,warmup,9.473149,10.935485,26.490989
917,warmup,9.619383,10.969081,26.820498
918,warmup,9.754352,10.972851,27.160442
919,warmup,9.876202,10.945016,27.506494
920,warmup,9.983084,10.884305,27.853940
921,warmup,10.073206,10.790044,28.197757
922,warmup,10.144890,10.662223,28.532720
923,warmup,10.196623,10.501557,28.853518
924,warmup,10.227116,10.309511,29.154895
925,warmup,10.235356,10.088303,29.431797
926,warmup,10.220650,9.840871,29.679523
927,warmup,10.182672,9.570804,29.893870
928,warmup,10.121486,9.282249,30.071264
929,warmup,10.037562,8.979784,30.208865
930,warmup,9.931784,8.668270,30.304647
931,warmup,9.805433,8.352695,30.357437
932,warmup,9.660159,8.038011,30.366923
933,warmup,9.497944,7.728982,30.333623
934,warmup,9.321048,7.430046,30.258821
935,warmup,9.131948,7.145200,30.144477
936,warmup,8.933273,6.877916,29.993120
937,warmup,8.727737,6.631086,29.807727
938,warmup,8.518072,6.407001,29.591598
939,warmup,8.306965,6.207358,29.348241
940,warmup,8.097004,6.033286,29.081265
941,warmup,7.890633,5.885403,28.794280
942,warmup,7.690110,5.763876,28.490828
943,warmup,7.497486,5.668492,28.174321
944,warmup,7.314587,5.598737,27.848000
945,warmup,7.143002,5.553868,27.514911
946,warmup,6.984088,5.532979,27.177893
947,warmup,6.838977,5.535066,26.839577
948,warmup,6.708586,5.559076,26.502397
949,warmup,6.593635,5.603954,26.168602
950,warmup,6.494667,5.668670,25.840277
951,warmup,6.412067,5.752250,25.519364
952,warmup,6.346086,5.853787,25.207686
953,warmup,6.296856,5.972452,24.906967
954,warmup,6.264415,6.107491,24.618858
955,warmup,6.248723,6.258225,24.344954
956,warmup,6.249673,6.424037,24.086814
957,warmup,6.267110,6.604358,23.845981
958,warmup,6.300834,6.798651,23.623990
959,warmup,6.350616,7.006390,23.422389
960,warmup,6.416193,7.227032,23.242741
961,warmup,6.497277,7.459997,23.086635
962,warmup,6.593549,7.704632,22.955688
963,warmup,6.704658,7.960185,22.851545
964,warmup,6.830210,8.225769,22.775873
965,warmup,6.969766,8.500331,22.730354
966,warmup,7.122823,8.782609,22.716664
967,warmup,7.288801,9.071106,22.736456
968,warmup,7.467032,9.364044,22.791326
969,warmup,7.656733,9.659337,22.882773
970,warmup,7.856993,9.954556,23.012156
971,warmup,8.066750,10.246905,23.180627
972,warmup,8.284765,10.533203,23.389069
973,warmup,8.509609,10.809875,23.638012
974,warmup,8.739636,11.072965,23.927543
975,warmup,8.972968,11.318153,24.257212
976,warmup,9.207487,11.540811,24.625927
977,warmup,9.440819,11.736070,25.031854
978,warmup,9.670344,11.898927,25.472319
979,warmup,9.893203,12.024373,25.943725
980,warmup,10.106320,12.107560,26.441488
981,warmup,10.306444,12.143993,26.960010
982,warmup,10.490199,12.129739,27.492690
983,warmup,10.654153,12.061660,28.031986
984,warmup,10.794903,11.937635,28.569534
985,warmup,10.909177,11.756778,29.096336
986,warmup,10.993937,11.519609,29.603001
987,warmup,11.046504,11.228180,30.080046
988,warmup,11.064672,10.886126,30.518233
989,warmup,11.046817,10.498631,30.908928
990,warmup,10.991998,10.072300,31.244454
991,warmup,10.900029,9.614947,31.518416
992,warmup,10.771520,9.135289,31.725957
993,warmup,10.607897,8.642594,31.863941
994,warmup,10.411367,8.146285,31.931033
995,warmup,10.184859,7.655548,31.927678
996,warmup,9.931928,7.178964,31.855981
997,warmup,9.656631,6.724201,31.719497
998,warmup,9.363388,6.297781,31.522975
999,warmup,9.056828,5.904934,31.272048
1000,sample,8.741638,5.549541,30.972927
1001,sample,8.422429,5.234163,30.632103
1002,sample,8.103602,4.960134,30.256090
1003,sample,7.789255,4.727708,29.851211
1004,sample,7.483100,4.536235,29.423432
1005,sample,7.188414,4.384356,28.978258
1006,sample,6.908008,4.270191,28.520670
1007,sample,6.644227,4.191522,28.055104
1008,sample,6.398956,4.145945,27.585462
1009,sample,6.173655,4.131012,27.115147
1010,sample,5.969391,4.144329,26.647111
1011,sample,5.786885,4.183645,26.183912
1012,sample,5.626561,4.246904,25.727778
1013,sample,5.488595,4.332283,25.280658
1014,sample,5.372964,4.438214,24.844289
1015,sample,5.279489,4.563387,24.420238
1016,sample,5.207879,4.706746,24.009955
1017,sample,5.157765,4.867475,23.614811
1018,sample,5.128736,5.044978,23.236136
1019,sample,5.120360,5.238854,22.875249
1020,sample,5.132210,5.448872,22.533491
1021,sample,5.163876,5.674936,22.212245
1022,sample,5.214982,5.917059,21.912965
1023,sample,5.285190,6.175326,21.637193
1024,sample,5.374203,6.449859,21.386579
1025,sample,5.481769,6.740779,21.162899
1026,sample,5.607670,7.048165,20.968069
1027,sample,5.751719,7.372011,20.804158
1028,sample,5.913749,7.712176,20.673398
1029,sample,6.093591,8.068331,20.578186
1030,sample,6.291065,8.439903,20.521085
1031,sample,6.505949,8.826007,20.504816
1032,sample,6.737955,9.225380,20.532237
1033,sample,6.986697,9.636300,20.606312
1034,sample,7.251658,10.056512,20.730070
1035,sample,7.532143,10.483137,20.906532
1036,sample,7.827243,10.912596,21.138629
1037,sample,8.135778,11.340526,21.429088
1038,sample,8.456253,11.761716,21.780285
1039,sample,8.786799,12.170054,22.194078
1040,sample,9.125125,12.558508,22.671594
1041,sample,9.468463,12.919146,23.212998
1042,sample,9.813531,13.243210,23.817229
1043,sample,10.156499,13.521256,24.481730
1044,sample,10.492975,13.743376,25.202170
1045,sample,10.818015,13.899518,25.972201
1046,sample,11.126165,13.979891,26.783261
1047,sample,11.411538,13.975468,27.624466
1048,sample,11.667931,13.878567,28.482630
1049,sample,11.888994,13.683469,29.342434
1050,sample,12.068442,13.387032,30.186796
1051,sample,12.200301,12.989250,30.997421
1052,sample,12.279196,12.493663,31.755551
1053,sample,12.300642,11.907575,32.442858
1054,sample,12.261336,11.241999,33.042423
1055,sample,12.159402,10.511310,33.539711
1056,sample,11.994593,9.732602,33.923431
1057,sample,11.768394,8.924784,34.186192
1058,sample,11.484033,8.107521,34.324864
1059,sample,11.146382,7.300096,34.340605
1060,sample,10.761753,6.520347,34.238552
1061,sample,10.337612,5.783766,34.027228
1062,sample,9.882228,5.102857,33.717738
1063,sample,9.404291,4.486789,33.322874
1064,sample,8.912541,3.941342,32.856215
1065,sample,8.415421,3.469117,32.331323
1066,sample,7.920790,3.069926,31.761095
1067,sample,7.435704,2.741319,31.157295
1068,sample,6.966265,2.479138,30.530270
1069,sample,6.517553,2.278082,29.888833
1070,sample,6.093606,2.132195,29.240273
1071,sample,5.697465,2.035296,28.590460
1072,sample,5.331248,1.981302,27.944008
1073,sample,4.996253,1.964474,27.304462
1074,sample,4.693075,1.979580,26.674493
1075,sample,4.421726,2.021991,26.056077
1076,sample,4.181752,2.087726,25.450655
1077,sample,3.972350,2.173456,24.859274
1078,sample,3.792460,2.276482,24.282698
1079,sample,3.640862,2.394695,23.721494
1080,sample,3.516246,2.526522,23.176108
1081,sample,3.417273,2.670877,22.646917
1082,sample,3.342634,2.827097,22.134270
1083,sample,3.291080,2.994896,21.638523
1084,sample,3.261462,3.174309,21.160060
1085,sample,3.252746,3.365648,20.699321
1086,sample,3.264036,3.569464,20.256815
1087,sample,3.294579,3.786509,19.833142
1088,sample,3.343772,4.017708,19.429007
1089,sample,3.411166,4.264125,19.045243
1090,sample,3.496462,4.526946,18.682827
1091,sample,3.599510,4.807448,18.342901
1092,sample,3.720304,5.106981,18.026801
1093,sample,3.858972,5.426945,17.736082
1094,sample,4.015769,5.768757,17.472544
1095,sample,4.191068,6.133828,17.238269
1096,sample,4.385344,6.523521,17.035655
1097,sample,4.599162,6.939110,16.867450
1098,sample,4.833156,7.381723,16.736792
1099,sample,5.088013,7.852274,16.647248
1100,sample,5.364439,8.351381,16.602846
1101,sample,5.663133,8.879260,16.608108
1102,sample,5.984746,9.435606,16.668070
1103,sample,6.329832,10.019437,16.788285
1104,sample,6.698793,10.628925,16.974811
1105,sample,7.091806,11.261191,17.234159
1106,sample,7.508744,11.912071,17.573203
1107,sample,7.949077,12.575872,17.999031
1108,sample,8.411757,13.245098,18.518723
1109,sample,8.895091,13.910189,19.139036
1110,sample,9.396601,14.559278,19.865985
1111,sample,9.912868,15.178006,20.704303
1112,sample,10.439382,15.749439,21.656764
1113,sample,10.970388,16.254139,22.723394
1114,sample,11.498763,16.670462,23.900579
1115,sample,12.015933,16.975140,25.180127
1116,sample,12.511854,17.144223,26.548379
1117,sample,12.975090,17.154405,27.985482
1118,sample,13.393022,16.984745,29.465002
1119,sample,13.752194,16.618689,30.954039
1120,sample,14.038844,16.046257,32.414033
1121,sample,14.239585,15.266115,33.802367
1122,sample,14.342238,14.287221,35.074802
1123,sample,14.336736,13.129664,36.188582
1124,sample,14.216029,11.824392,37.105918
1125,sample,13.976865,10.411648,37.797386
1126,sample,13.620344,8.938164,38.244678
1127,sample,13.152126,7.453422,38.442228
1128,sample,12.582255,6.005513,38.397386
1129,sample,11.924581,4.637232,38.129084
1130,sample,11.195846,3.383009,37.665279
1131,sample,10.414563,2.267069,37.039628
1132,sample,9.599813,1.302961,36.288010
1133,sample,8.770128,0.494298,35.445412
1134,sample,7.942545,-0.163618,34.543551
1135,sample,7.131929,-0.681706,33.609395
1136,sample,6.350565,-1.074947,32.664525
1137,sample,5.608014,-1.360421,31.725206
1138,sample,4.911170,-1.555727,30.802908
1139,sample,4.264481,-1.677825,29.905093
1140,sample,3.670250,-1.742289,29.036073
1141,sample,3.128996,-1.762893,28.197831
1142,sample,2.639807,-1.751454,27.390728
1143,sample,2.200681,-1.717856,26.614074
1144,sample,1.808827,-1.670178,25.866561
1145,sample,1.460927,-1.614886,25.146575
1146,sample,1.153346,-1.557050,24.452408
1147,sample,0.882306,-1.500564,23.782385
1148,sample,0.644019,-1.448346,23.134949
1149,sample,0.434783,-1.402531,22.508689
1150,sample,0.251051,-1.364630,21.902359
1151,sample,0.089483,-1.335676,21.314871
1152,sample,-0.053033,-1.316337,20.745279
1153,sample,-0.179363,-1.307021,20.192769
1154,sample,-0.292129,-1.307954,19.656640
1155,sample,-0.393711,-1.319248,19.136284
1156,sample,-0.486265,-1.340953,18.631177
1157,sample,-0.571734,-1.373100,18.140866
1158,sample,-0.651870,-1.415737,17.664960
1159,sample,-0.728257,-1.468951,17.203123
1160,sample,-0.802327,-1.532891,16.755071
1161,sample,-0.875383,-1.607783,16.320568
1162,sample,-0.948623,-1.693945,15.899427
1163,sample,-1.023155,-1.791794,15.491512
1164,sample,-1.100019,-1.901857,15.096737
1165,sample,-1.180203,-2.024777,14.715078
1166,sample,-1.264660,-2.161318,14.346573
1167,sample,-1.354326,-2.312375,13.991331
1168,sample,-1.450131,-2.478974,13.649546
1169,sample,-1.553015,-2.662285,13.321506
1170,sample,-1.663942,-2.863621,13.007612
1171,sample,-1.783910,-3.084449,12.708391
1172,sample,-1.913964,-3.326393,12.424525
1173,sample,-2.055207,-3.591238,12.156870
1174,sample,-2.208810,-3.880935,11.906494
1175,sample,-2.376023,-4.197601,11.674710
1176,sample,-2.558180,-4.543517,11.463120
1177,sample,-2.756714,-4.921125,11.273669
1178,sample,-2.973155,-5.333011,11.108699
1179,sample,-3.209141,-5.781886,10.971025
1180,sample,-3.466415,-6.270551,10.864014
1181,sample,-3.746829,-6.801850,10.791670
1182,sample,-4.052331,-7.378598,10.758746
1183,sample,-4.384958,-8.003484,10.770851
1184,sample,-4.746810,-8.678941,10.834578
1185,sample,-5.140023,-9.406961,10.957629
1186,sample,-5.566717,-10.188873,11.148945
1187,sample,-6.028933,-11.025035,11.418826
1188,sample,-6.528543,-11.914453,11.779016
1189,sample,-7.067134,-12.854302,12.242749
1190,sample,-7.645851,-13.839345,12.824706
1191,sample,-8.265200,-14.861232,13.540850
1192,sample,-8.924803,-15.907697,14.408071
1193,sample,-9.623093,-16.961673,15.443586
1194,sample,-10.356951,-18.000372,16.663995
1195,sample,-11.121293,-18.994433,18.083911
1196,sample,-11.908607,-19.907286,19.714100
1197,sample,-12.708475,-20.694948,21.559071
1198,sample,-13.507122,-21.306542,23.614175
1199,sample,-14.287064,-21.685876,25.862364
